Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Hour of Request,Request Time Slot,Trip Duration (mins),Ride Outcome,Request Weekday
2791,City,24,Trip Completed,2016-07-13 04:56:20,2016-07-13 05:33:20,4,Early Morning,37.00,Success,Wednesday
3321,City,24,Trip Completed,2016-07-13 12:23:02,2016-07-13 13:25:14,12,Afternoon,62.20,Success,Wednesday
3423,Airport,24,Trip Completed,2016-07-13 15:52:07,2016-07-13 16:50:46,15,Afternoon,58.65,Success,Wednesday
3761,Airport,24,Trip Completed,2016-07-13 20:35:24,2016-07-13 21:39:02,20,Evening,63.63,Success,Wednesday
4140,City,24,Trip Completed,2016-07-14 04:48:09,2016-07-14 06:05:01,4,Early Morning,76.87,Success,Thursday
4656,City,24,Trip Completed,2016-07-14 12:06:27,2016-07-14 12:49:14,12,Afternoon,42.78,Success,Thursday
4931,Airport,24,Trip Completed,2016-07-14 18:21:52,2016-07-14 18:54:03,18,Evening,32.18,Success,Thursday
5268,City,24,Trip Completed,2016-07-14 21:29:35,2016-07-14 22:30:11,21,Night,60.60,Success,Thursday
5811,City,24,Trip Completed,2016-07-15 08:46:30,2016-07-15 09:26:33,8,Morning,40.05,Success,Friday
6139,Airport,24,Trip Completed,2016-07-15 15:45:16,2016-07-15 16:40:41,15,Afternoon,55.42,Success,Friday
6333,Airport,24,Trip Completed,2016-07-15 18:41:22,2016-07-15 19:53:29,18,Evening,72.12,Success,Friday
773,City,25,Trip Completed,2016-07-11 16:23:00,2016-07-11 17:21:00,16,Afternoon,58.00,Success,Monday
1123,City,25,Trip Completed,2016-07-11 20:20:00,2016-07-11 21:18:00,20,Evening,58.00,Success,Monday
2667,Airport,25,Trip Completed,2016-07-12 23:35:00,2016-07-13 00:40:52,23,Night,65.87,Success,Tuesday
2833,City,25,Trip Completed,2016-07-13 05:27:26,2016-07-13 06:19:18,5,Early Morning,51.87,Success,Wednesday
3396,City,25,Trip Completed,2016-07-13 14:59:08,2016-07-13 15:57:24,14,Afternoon,58.27,Success,Wednesday
3590,City,25,Trip Completed,2016-07-13 18:31:29,2016-07-13 19:31:56,18,Evening,60.45,Success,Wednesday
3762,City,25,Trip Completed,2016-07-13 20:38:10,2016-07-13 21:21:24,20,Evening,43.23,Success,Wednesday
4566,City,25,Trip Completed,2016-07-14 09:48:56,2016-07-14 10:22:52,9,Morning,33.93,Success,Thursday
4862,City,25,Trip Completed,2016-07-14 17:37:44,2016-07-14 18:41:40,17,Evening,63.93,Success,Thursday
5564,Airport,25,Trip Completed,2016-07-15 05:41:11,2016-07-15 06:53:22,5,Early Morning,72.18,Success,Friday
6187,City,25,Trip Completed,2016-07-15 17:11:08,2016-07-15 18:08:11,17,Evening,57.05,Success,Friday
6642,City,25,Trip Completed,2016-07-15 22:07:14,2016-07-15 22:54:02,22,Night,46.80,Success,Friday
322,City,26,Trip Completed,2016-07-11 07:31:00,2016-07-11 08:10:00,7,Early Morning,39.00,Success,Monday
793,City,26,Trip Completed,2016-07-11 17:04:00,2016-07-11 18:06:00,17,Evening,62.00,Success,Monday
898,Airport,26,Trip Completed,2016-07-11 18:14:00,2016-07-11 19:09:00,18,Evening,55.00,Success,Monday
1258,City,26,Trip Completed,2016-07-11 21:51:00,2016-07-11 23:00:00,21,Night,69.00,Success,Monday
2832,City,26,Trip Completed,2016-07-13 05:20:16,2016-07-13 06:14:07,5,Early Morning,53.85,Success,Wednesday
3139,City,26,Trip Completed,2016-07-13 08:54:04,2016-07-13 09:22:42,8,Morning,28.63,Success,Wednesday
3438,City,26,Trip Completed,2016-07-13 16:12:53,2016-07-13 17:13:44,16,Afternoon,60.85,Success,Wednesday
3966,Airport,26,Trip Completed,2016-07-13 22:50:42,2016-07-13 23:27:43,22,Night,37.02,Success,Wednesday
6401,Airport,26,Trip Completed,2016-07-15 19:33:00,2016-07-15 20:16:57,19,Evening,43.95,Success,Friday
204,City,27,Trip Completed,2016-07-11 06:04:00,2016-07-11 06:44:00,6,Early Morning,40.00,Success,Monday
632,Airport,27,Trip Completed,2016-07-11 12:20:00,2016-07-11 13:10:00,12,Afternoon,50.00,Success,Monday
763,City,27,Trip Completed,2016-07-11 16:19:00,2016-07-11 17:25:00,16,Afternoon,66.00,Success,Monday
1786,Airport,27,Trip Completed,2016-07-12 09:03:00,2016-07-12 09:58:00,9,Morning,55.00,Success,Tuesday
1968,City,27,Trip Completed,2016-07-12 12:10:00,2016-07-12 12:49:00,12,Afternoon,39.00,Success,Tuesday
2088,Airport,27,Trip Completed,2016-07-12 15:51:00,2016-07-12 17:02:00,15,Afternoon,71.00,Success,Tuesday
2473,Airport,27,Trip Completed,2016-07-12 20:43:00,2016-07-12 21:20:00,20,Evening,37.00,Success,Tuesday
2869,Airport,27,Trip Completed,2016-07-13 05:50:09,2016-07-13 06:27:07,5,Early Morning,36.97,Success,Wednesday
3742,Airport,27,Trip Completed,2016-07-13 20:24:23,2016-07-13 20:48:05,20,Evening,23.70,Success,Wednesday
4440,Airport,27,Trip Completed,2016-07-14 08:26:29,2016-07-14 09:00:36,8,Morning,34.12,Success,Thursday
5234,City,27,Trip Completed,2016-07-14 21:09:47,2016-07-14 21:52:37,21,Night,42.83,Success,Thursday
6354,Airport,27,Trip Completed,2016-07-15 18:59:01,2016-07-15 19:35:10,18,Evening,36.15,Success,Friday
6638,City,27,Trip Completed,2016-07-15 21:59:10,2016-07-15 23:13:18,21,Night,74.13,Success,Friday
84,City,28,Trip Completed,2016-07-11 04:50:00,2016-07-11 05:26:00,4,Early Morning,36.00,Success,Monday
1199,City,28,Trip Completed,2016-07-11 21:17:00,2016-07-11 21:53:00,21,Night,36.00,Success,Monday
1676,Airport,28,Trip Completed,2016-07-12 07:44:00,2016-07-12 08:40:00,7,Early Morning,56.00,Success,Tuesday
2774,City,28,Trip Completed,2016-07-13 04:33:38,2016-07-13 05:13:54,4,Early Morning,40.27,Success,Wednesday
3220,Airport,28,Trip Completed,2016-07-13 09:51:41,2016-07-13 10:24:39,9,Morning,32.97,Success,Wednesday
3718,Airport,28,Trip Completed,2016-07-13 19:56:20,2016-07-13 20:47:17,19,Evening,50.95,Success,Wednesday
4904,Airport,28,Trip Completed,2016-07-14 18:02:23,2016-07-14 18:58:49,18,Evening,56.43,Success,Thursday
6527,Airport,28,Trip Completed,2016-07-15 20:54:01,2016-07-15 21:53:29,20,Evening,59.47,Success,Friday
6710,City,28,Trip Completed,2016-07-15 23:02:36,2016-07-16 00:12:12,23,Night,69.60,Success,Friday
1584,Airport,29,Trip Completed,2016-07-12 06:26:00,2016-07-12 07:18:00,6,Early Morning,52.00,Success,Tuesday
1966,Airport,29,Trip Completed,2016-07-12 12:05:00,2016-07-12 13:12:00,12,Afternoon,67.00,Success,Tuesday
2827,City,29,Trip Completed,2016-07-13 05:18:31,2016-07-13 06:18:22,5,Early Morning,59.85,Success,Wednesday
2945,Airport,29,Trip Completed,2016-07-13 06:34:13,2016-07-13 07:28:05,6,Early Morning,53.87,Success,Wednesday
3365,City,29,Trip Completed,2016-07-13 13:47:14,2016-07-13 14:51:51,13,Afternoon,64.62,Success,Wednesday
3548,Airport,29,Trip Completed,2016-07-13 18:07:42,2016-07-13 19:12:22,18,Evening,64.67,Success,Wednesday
3753,City,29,Trip Completed,2016-07-13 20:30:08,2016-07-13 21:42:32,20,Evening,72.40,Success,Wednesday
4569,Airport,29,Trip Completed,2016-07-14 09:48:17,2016-07-14 10:49:39,9,Morning,61.37,Success,Thursday
6309,Airport,29,Trip Completed,2016-07-15 18:29:54,2016-07-15 19:42:21,18,Evening,72.45,Success,Friday
6437,City,29,Trip Completed,2016-07-15 19:53:52,2016-07-15 20:26:32,19,Evening,32.67,Success,Friday
517,Airport,30,Trip Completed,2016-07-11 09:45:00,2016-07-11 10:24:00,9,Morning,39.00,Success,Monday
1406,Airport,30,Trip Completed,2016-07-12 03:02:00,2016-07-12 03:55:00,3,Late Night,53.00,Success,Tuesday
1643,Airport,30,Trip Completed,2016-07-12 07:18:00,2016-07-12 08:10:00,7,Early Morning,52.00,Success,Tuesday
2108,Airport,30,Trip Completed,2016-07-12 16:14:00,2016-07-12 16:48:00,16,Afternoon,34.00,Success,Tuesday
2647,City,30,Trip Completed,2016-07-12 22:46:00,2016-07-12 23:18:00,22,Night,32.00,Success,Tuesday
3129,City,30,Trip Completed,2016-07-13 08:41:49,2016-07-13 09:41:42,8,Morning,59.88,Success,Wednesday
3738,Airport,30,Trip Completed,2016-07-13 20:15:54,2016-07-13 20:55:01,20,Evening,39.12,Success,Wednesday
4422,Airport,30,Trip Completed,2016-07-14 08:13:15,2016-07-14 09:13:10,8,Morning,59.92,Success,Thursday
4790,City,30,Trip Completed,2016-07-14 16:43:53,2016-07-14 17:56:08,16,Afternoon,72.25,Success,Thursday
5496,City,30,Trip Completed,2016-07-15 04:59:58,2016-07-15 05:34:09,4,Early Morning,34.18,Success,Friday
6484,Airport,30,Trip Completed,2016-07-15 20:19:45,2016-07-15 21:01:21,20,Evening,41.60,Success,Friday
6731,Airport,30,Trip Completed,2016-07-15 23:23:55,2016-07-16 00:11:55,23,Night,48.00,Success,Friday
629,Airport,31,Trip Completed,2016-07-11 12:14:00,2016-07-11 13:00:00,12,Afternoon,46.00,Success,Monday
745,Airport,31,Trip Completed,2016-07-11 15:48:00,2016-07-11 16:45:00,15,Afternoon,57.00,Success,Monday
1064,City,31,Trip Completed,2016-07-11 19:53:00,2016-07-11 20:31:00,19,Evening,38.00,Success,Monday
1886,Airport,31,Trip Completed,2016-07-12 10:10:00,2016-07-12 10:35:00,10,Morning,25.00,Success,Tuesday
5608,Airport,31,Trip Completed,2016-07-15 06:18:36,2016-07-15 07:07:34,6,Early Morning,48.97,Success,Friday
5877,City,31,Trip Completed,2016-07-15 09:37:21,2016-07-15 10:08:03,9,Morning,30.70,Success,Friday
6100,Airport,31,Trip Completed,2016-07-15 14:44:32,2016-07-15 15:41:12,14,Afternoon,56.67,Success,Friday
6659,Airport,31,Trip Completed,2016-07-15 22:15:45,2016-07-15 23:07:50,22,Night,52.08,Success,Friday
2162,Airport,32,Trip Completed,2016-07-12 17:34:00,2016-07-12 18:33:00,17,Evening,59.00,Success,Tuesday
3294,Airport,32,Trip Completed,2016-07-13 11:23:36,2016-07-13 12:14:06,11,Morning,50.50,Success,Wednesday
3686,City,32,Trip Completed,2016-07-13 19:33:18,2016-07-13 20:34:21,19,Evening,61.05,Success,Wednesday
4784,City,32,Trip Completed,2016-07-14 16:41:52,2016-07-14 17:15:01,16,Afternoon,33.15,Success,Thursday
5896,City,32,Trip Completed,2016-07-15 09:47:11,2016-07-15 10:32:41,9,Morning,45.50,Success,Friday
6190,City,32,Trip Completed,2016-07-15 17:11:33,2016-07-15 17:55:50,17,Evening,44.28,Success,Friday
6551,City,32,Trip Completed,2016-07-15 21:03:02,2016-07-15 22:17:22,21,Night,74.33,Success,Friday
145,City,33,Trip Completed,2016-07-11 05:32:00,2016-07-11 06:37:00,5,Early Morning,65.00,Success,Monday
735,City,33,Trip Completed,2016-07-11 15:27:00,2016-07-11 16:32:00,15,Afternoon,65.00,Success,Monday
918,Airport,33,Trip Completed,2016-07-11 18:22:00,2016-07-11 19:04:00,18,Evening,42.00,Success,Monday
1478,City,33,Trip Completed,2016-07-12 05:16:00,2016-07-12 06:13:00,5,Early Morning,57.00,Success,Tuesday
1957,City,33,Trip Completed,2016-07-12 11:45:00,2016-07-12 12:55:00,11,Morning,70.00,Success,Tuesday
3097,City,33,Trip Completed,2016-07-13 08:15:34,2016-07-13 09:12:57,8,Morning,57.38,Success,Wednesday
3981,Airport,33,Trip Completed,2016-07-13 23:13:54,2016-07-13 23:38:37,23,Night,24.72,Success,Wednesday
4175,City,33,Trip Completed,2016-07-14 05:11:15,2016-07-14 06:15:24,5,Early Morning,64.15,Success,Thursday
6237,City,33,Trip Completed,2016-07-15 17:50:37,2016-07-15 18:49:29,17,Evening,58.87,Success,Friday
738,City,34,Trip Completed,2016-07-11 15:30:00,2016-07-11 16:44:00,15,Afternoon,74.00,Success,Monday
2731,City,34,Trip Completed,2016-07-13 02:38:48,2016-07-13 03:16:56,2,Late Night,38.13,Success,Wednesday
2863,Airport,34,Trip Completed,2016-07-13 05:46:42,2016-07-13 06:22:39,5,Early Morning,35.95,Success,Wednesday
3528,Airport,34,Trip Completed,2016-07-13 17:50:59,2016-07-13 18:17:24,17,Evening,26.42,Success,Wednesday
4653,City,34,Trip Completed,2016-07-14 11:58:46,2016-07-14 12:55:21,11,Morning,56.58,Success,Thursday
5042,City,34,Trip Completed,2016-07-14 19:21:16,2016-07-14 20:05:07,19,Evening,43.85,Success,Thursday
360,Airport,35,Trip Completed,2016-07-11 08:02:00,2016-07-11 09:05:00,8,Morning,63.00,Success,Monday
771,Airport,35,Trip Completed,2016-07-11 16:19:00,2016-07-11 17:34:00,16,Afternoon,75.00,Success,Monday
1274,City,35,Trip Completed,2016-07-11 22:01:00,2016-07-11 23:21:00,22,Night,80.00,Success,Monday
1501,City,35,Trip Completed,2016-07-12 05:41:00,2016-07-12 06:47:00,5,Early Morning,66.00,Success,Tuesday
1972,City,35,Trip Completed,2016-07-12 12:22:00,2016-07-12 12:43:00,12,Afternoon,21.00,Success,Tuesday
2871,City,35,Trip Completed,2016-07-13 05:53:33,2016-07-13 07:00:33,5,Early Morning,67.00,Success,Wednesday
3395,City,35,Trip Completed,2016-07-13 14:52:52,2016-07-13 15:33:04,14,Afternoon,40.20,Success,Wednesday
3572,City,35,Trip Completed,2016-07-13 18:25:52,2016-07-13 19:31:28,18,Evening,65.60,Success,Wednesday
4118,Airport,35,Trip Completed,2016-07-14 04:28:35,2016-07-14 05:26:48,4,Early Morning,58.22,Success,Thursday
4739,City,35,Trip Completed,2016-07-14 14:52:43,2016-07-14 15:37:25,14,Afternoon,44.70,Success,Thursday
6556,City,35,Trip Completed,2016-07-15 21:09:57,2016-07-15 21:38:06,21,Night,28.15,Success,Friday
6677,Airport,35,Trip Completed,2016-07-15 22:29:56,2016-07-15 23:22:48,22,Night,52.87,Success,Friday
1104,Airport,36,Trip Completed,2016-07-11 20:17:00,2016-07-11 21:20:00,20,Evening,63.00,Success,Monday
1596,Airport,36,Trip Completed,2016-07-12 06:39:00,2016-07-12 07:30:00,6,Early Morning,51.00,Success,Tuesday
1835,Airport,36,Trip Completed,2016-07-12 09:35:00,2016-07-12 10:30:00,9,Morning,55.00,Success,Tuesday
2110,Airport,36,Trip Completed,2016-07-12 16:19:00,2016-07-12 17:12:00,16,Afternoon,53.00,Success,Tuesday
2759,Airport,36,Trip Completed,2016-07-13 03:50:03,2016-07-13 04:33:15,3,Late Night,43.20,Success,Wednesday
3010,Airport,36,Trip Completed,2016-07-13 07:26:03,2016-07-13 08:40:52,7,Early Morning,74.82,Success,Wednesday
3403,City,36,Trip Completed,2016-07-13 15:16:52,2016-07-13 15:45:52,15,Afternoon,29.00,Success,Wednesday
3856,Airport,36,Trip Completed,2016-07-13 21:34:21,2016-07-13 22:26:18,21,Night,51.95,Success,Wednesday
4472,City,36,Trip Completed,2016-07-14 08:39:44,2016-07-14 09:55:40,8,Morning,75.93,Success,Thursday
5199,City,36,Trip Completed,2016-07-14 20:50:52,2016-07-14 21:57:39,20,Evening,66.78,Success,Thursday
5612,City,36,Trip Completed,2016-07-15 06:15:54,2016-07-15 07:17:47,6,Early Morning,61.88,Success,Friday
6614,Airport,36,Trip Completed,2016-07-15 21:40:39,2016-07-15 22:56:08,21,Night,75.48,Success,Friday
191,Airport,37,Trip Completed,2016-07-11 05:55:00,2016-07-11 06:45:00,5,Early Morning,50.00,Success,Monday
333,City,37,Trip Completed,2016-07-11 07:43:00,2016-07-11 08:53:00,7,Early Morning,70.00,Success,Monday
488,Airport,37,Trip Completed,2016-07-11 09:35:00,2016-07-11 10:20:00,9,Morning,45.00,Success,Monday
1780,City,37,Trip Completed,2016-07-12 08:58:00,2016-07-12 09:45:00,8,Morning,47.00,Success,Tuesday
2235,Airport,37,Trip Completed,2016-07-12 18:12:00,2016-07-12 19:14:00,18,Evening,62.00,Success,Tuesday
2516,City,37,Trip Completed,2016-07-12 21:05:00,2016-07-12 22:18:00,21,Night,73.00,Success,Tuesday
4209,City,37,Trip Completed,2016-07-14 05:37:01,2016-07-14 06:42:12,5,Early Morning,65.18,Success,Thursday
4726,City,37,Trip Completed,2016-07-14 13:52:52,2016-07-14 15:04:54,13,Afternoon,72.03,Success,Thursday
5088,Airport,37,Trip Completed,2016-07-14 19:52:54,2016-07-14 21:06:33,19,Evening,73.65,Success,Thursday
5352,Airport,37,Trip Completed,2016-07-14 23:01:45,2016-07-14 23:45:53,23,Night,44.13,Success,Thursday
6024,Airport,37,Trip Completed,2016-07-15 12:43:09,2016-07-15 13:55:27,12,Afternoon,72.30,Success,Friday
6196,Airport,37,Trip Completed,2016-07-15 17:19:56,2016-07-15 18:03:53,17,Evening,43.95,Success,Friday
6297,City,37,Trip Completed,2016-07-15 18:21:09,2016-07-15 18:57:24,18,Evening,36.25,Success,Friday
125,City,38,Trip Completed,2016-07-11 05:12:00,2016-07-11 06:17:00,5,Early Morning,65.00,Success,Monday
1611,City,38,Trip Completed,2016-07-12 06:49:00,2016-07-12 07:44:00,6,Early Morning,55.00,Success,Tuesday
1814,City,38,Trip Completed,2016-07-12 09:19:00,2016-07-12 09:59:00,9,Morning,40.00,Success,Tuesday
3088,City,38,Trip Completed,2016-07-13 08:12:39,2016-07-13 09:01:02,8,Morning,48.38,Success,Wednesday
3384,Airport,38,Trip Completed,2016-07-13 14:40:53,2016-07-13 15:34:26,14,Afternoon,53.55,Success,Wednesday
4218,Airport,38,Trip Completed,2016-07-14 05:38:17,2016-07-14 06:24:48,5,Early Morning,46.52,Success,Thursday
5757,City,38,Trip Completed,2016-07-15 08:12:21,2016-07-15 09:17:55,8,Morning,65.57,Success,Friday
5958,Airport,38,Trip Completed,2016-07-15 10:48:38,2016-07-15 11:49:20,10,Morning,60.70,Success,Friday
6314,City,38,Trip Completed,2016-07-15 18:31:06,2016-07-15 19:30:28,18,Evening,59.37,Success,Friday
249,City,39,Trip Completed,2016-07-11 06:31:00,2016-07-11 07:14:00,6,Early Morning,43.00,Success,Monday
728,City,39,Trip Completed,2016-07-11 15:05:00,2016-07-11 16:09:00,15,Afternoon,64.00,Success,Monday
3042,City,39,Trip Completed,2016-07-13 07:38:51,2016-07-13 08:32:47,7,Early Morning,53.93,Success,Wednesday
3620,City,39,Trip Completed,2016-07-13 18:54:52,2016-07-13 20:08:38,18,Evening,73.77,Success,Wednesday
4276,City,39,Trip Completed,2016-07-14 06:22:04,2016-07-14 07:23:02,6,Early Morning,60.97,Success,Thursday
4735,City,39,Trip Completed,2016-07-14 14:43:10,2016-07-14 15:51:37,14,Afternoon,68.45,Success,Thursday
1353,Airport,40,Trip Completed,2016-07-11 23:51:00,2016-07-12 00:34:00,23,Night,43.00,Success,Monday
1568,City,40,Trip Completed,2016-07-12 06:18:00,2016-07-12 06:52:00,6,Early Morning,34.00,Success,Tuesday
2465,City,40,Trip Completed,2016-07-12 20:38:00,2016-07-12 21:37:00,20,Evening,59.00,Success,Tuesday
3688,City,40,Trip Completed,2016-07-13 19:39:52,2016-07-13 20:40:51,19,Evening,60.98,Success,Wednesday
4727,City,40,Trip Completed,2016-07-14 14:06:18,2016-07-14 15:02:55,14,Afternoon,56.62,Success,Thursday
5348,City,40,Trip Completed,2016-07-14 22:50:55,2016-07-14 23:45:17,22,Night,54.37,Success,Thursday
6537,Airport,40,Trip Completed,2016-07-15 20:52:18,2016-07-15 22:03:09,20,Evening,70.85,Success,Friday
1941,Airport,41,Trip Completed,2016-07-12 11:29:00,2016-07-12 12:09:00,11,Morning,40.00,Success,Tuesday
3766,Airport,41,Trip Completed,2016-07-13 20:33:01,2016-07-13 21:24:23,20,Evening,51.37,Success,Wednesday
4243,Airport,41,Trip Completed,2016-07-14 06:02:47,2016-07-14 06:37:57,6,Early Morning,35.17,Success,Thursday
4717,Airport,41,Trip Completed,2016-07-14 13:42:45,2016-07-14 14:36:58,13,Afternoon,54.22,Success,Thursday
5682,City,41,Trip Completed,2016-07-15 07:16:19,2016-07-15 08:24:55,7,Early Morning,68.60,Success,Friday
6343,City,41,Trip Completed,2016-07-15 18:44:07,2016-07-15 19:21:59,18,Evening,37.87,Success,Friday
6726,Airport,41,Trip Completed,2016-07-15 23:22:28,2016-07-16 00:12:03,23,Night,49.58,Success,Friday
238,City,42,Trip Completed,2016-07-11 06:27:00,2016-07-11 07:15:00,6,Early Morning,48.00,Success,Monday
2624,City,42,Trip Completed,2016-07-12 22:16:00,2016-07-12 23:17:00,22,Night,61.00,Success,Tuesday
2787,City,42,Trip Completed,2016-07-13 04:54:46,2016-07-13 05:29:11,4,Early Morning,34.42,Success,Wednesday
3992,City,42,Trip Completed,2016-07-13 23:24:52,2016-07-14 00:04:39,23,Night,39.78,Success,Wednesday
4974,City,42,Trip Completed,2016-07-14 18:44:58,2016-07-14 19:16:18,18,Evening,31.33,Success,Thursday
5478,Airport,42,Trip Completed,2016-07-15 04:43:40,2016-07-15 05:44:45,4,Early Morning,61.08,Success,Friday
5641,City,42,Trip Completed,2016-07-15 06:46:40,2016-07-15 07:16:35,6,Early Morning,29.92,Success,Friday
128,City,43,Trip Completed,2016-07-11 05:12:00,2016-07-11 05:48:00,5,Early Morning,36.00,Success,Monday
627,City,43,Trip Completed,2016-07-11 12:12:00,2016-07-11 13:10:00,12,Afternoon,58.00,Success,Monday
1766,Airport,43,Trip Completed,2016-07-12 08:45:00,2016-07-12 09:52:00,8,Morning,67.00,Success,Tuesday
2089,City,43,Trip Completed,2016-07-12 15:49:00,2016-07-12 16:32:00,15,Afternoon,43.00,Success,Tuesday
3565,City,43,Trip Completed,2016-07-13 18:13:10,2016-07-13 18:50:29,18,Evening,37.32,Success,Wednesday
3954,Airport,43,Trip Completed,2016-07-13 22:43:45,2016-07-14 00:03:31,22,Night,79.77,Success,Wednesday
4204,City,43,Trip Completed,2016-07-14 05:36:10,2016-07-14 06:23:14,5,Early Morning,47.07,Success,Thursday
4651,City,43,Trip Completed,2016-07-14 11:54:26,2016-07-14 12:47:18,11,Morning,52.87,Success,Thursday
5814,City,43,Trip Completed,2016-07-15 08:43:57,2016-07-15 09:55:23,8,Morning,71.43,Success,Friday
6062,City,43,Trip Completed,2016-07-15 13:48:40,2016-07-15 14:51:36,13,Afternoon,62.93,Success,Friday
118,Airport,44,Trip Completed,2016-07-11 05:11:00,2016-07-11 05:52:00,5,Early Morning,41.00,Success,Monday
339,Airport,44,Trip Completed,2016-07-11 07:49:00,2016-07-11 08:45:00,7,Early Morning,56.00,Success,Monday
766,City,44,Trip Completed,2016-07-11 16:23:00,2016-07-11 17:27:00,16,Afternoon,64.00,Success,Monday
1133,Airport,44,Trip Completed,2016-07-11 20:27:00,2016-07-11 21:31:00,20,Evening,64.00,Success,Monday
2458,City,44,Trip Completed,2016-07-12 20:33:00,2016-07-12 21:33:00,20,Evening,60.00,Success,Tuesday
3060,Airport,44,Trip Completed,2016-07-13 07:56:53,2016-07-13 09:12:13,7,Early Morning,75.33,Success,Wednesday
3653,City,44,Trip Completed,2016-07-13 19:18:27,2016-07-13 19:51:00,19,Evening,32.55,Success,Wednesday
4321,City,44,Trip Completed,2016-07-14 06:56:17,2016-07-14 07:47:58,6,Early Morning,51.68,Success,Thursday
5672,Airport,44,Trip Completed,2016-07-15 07:07:07,2016-07-15 07:59:21,7,Early Morning,52.23,Success,Friday
